Rank,Exercise Name,Level,Primary Muscle,CNS,Sets,Reps,Time Goal,Rest,Primary Focus,Stars,Pre-Req,HS Goals,College Goals,Description,Proper Form,Demo,Env.,equipment,sport
1173,Cond: Baseline Sp,Int,Lungs/Quads,Med,5,5,-,60s,Speed,⭐⭐⭐,None,Speed,Stamina,Full court sprints with 15s rest.,Drive the arms to increase speed.,https://www.youtube.com/watch?v=aySQTi4vyos&t=23100s,Gym,Basketball,Basketball
1174,Cond: Corner Sp,Int,Lungs/Quads,Med,4,8,-,60s,Conditioning,⭐⭐⭐,Drill 1003,Speed,Stamina,Sprint from one corner to the other.,Touch the corner hash mark.,https://www.youtube.com/watch?v=aySQTi4vyos&t=2700s,Gym,Basketball,Basketball
1175,Cond: Lane Agility,Adv,Hips/Glutes,High,3,2,-,90s,Agility,⭐⭐⭐⭐,Drill 842,Speed,Elite,Standard 4-corner agility lane drill.,Don't cross your feet on the slides.,https://www.youtube.com/watch?v=aySQTi4vyos&t=17335s,Gym,Basketball,Basketball
1171,Cond: Suicides (3),Elite,Lungs/Quads,Extreme,1,3,-,180s,Stamina,⭐⭐⭐⭐⭐,Drill 1050,Speed,Elite,"Baseline, FT, Half, Full, and back.",Must touch the line with your hand.,https://www.youtube.com/watch?v=aySQTi4vyos&t=23400s,Gym,Basketball,Basketball
636,Condition: 1-Mile Run,Int,Lungs,High,1,-,<7:30,-,Endurance,⭐⭐⭐,None,Speed,Stamina,Full mile run for time.,Pace your breathing.,https://www.youtube.com/watch?v=aySQTi4vyos&t=23000s,Gym,Basketball,Basketball
852,Condition: 1-on-1 Def,Adv,Lungs/Glutes,High,3,-,-,180s,Toughness,⭐⭐⭐⭐,None,Stop,Elite,"Full court defense; if they score, repeat.",Mentally stay in the fight.,https://www.youtube.com/watch?v=aySQTi4vyos&t=17100s,Gym,Basketball,Basketball
782,Condition: 1-on-1 Full,Adv,Full Body,Extreme,3,-,-,180s,Competition,⭐⭐⭐⭐,None,Dominance,Elite,Full court 1-on-1 until someone scores.,"No fouls, max intensity.",https://www.youtube.com/watch?v=aySQTi4vyos&t=25000s,Gym,Basketball,Basketball
992,Condition: 1-on-3,Elite,Full Body,Extreme,2,-,-,300s,Toughness,⭐⭐⭐⭐⭐,None,Success,Elite,One offensive player vs three defenders.,Try to score in any way possible.,https://www.youtube.com/watch?v=aySQTi4vyos&t=25000s,Gym,Basketball,Basketball
578,Condition: 100m Sprints,Int,Quads/Lungs,High,5,1,-,60s,Speed,⭐⭐⭐,None,<14s,<12.5s,Full speed 100m sprint on track/court.,Drive knees high.,https://www.youtube.com/watch?v=aySQTi4vyos&t=23100s,Gym,Basketball,Basketball
946,Condition: 12-Min Run,Adv,Lungs,High,1,-,12 min,-,Stamina,⭐⭐⭐⭐,None,Distance,Elite,Cooper test: run for max distance in 12m.,"Maintain a steady, fast pace.",https://www.youtube.com/watch?v=aySQTi4vyos&t=23400s,Gym,Basketball,Basketball
519,Condition: 17s,Adv,Lungs/Quads,Extreme,3,17,-,120s,Stamina,⭐⭐⭐⭐⭐,None,Finish All,Elite,Sprint 17 sidelines in 60s.,Touch every line.,https://www.youtube.com/watch?v=aySQTi4vyos&t=23400s,Gym,Basketball,Basketball
991,Condition: 17s (3),Elite,Lungs/Quads,Extreme,3,1,17s,180s,Stamina,⭐⭐⭐⭐⭐,Drill 781,Finish,Elite,Three rounds of the 17-second shuttle.,The ultimate cardio test.,https://www.youtube.com/watch?v=aySQTi4vyos&t=23400s,Gym,Basketball,Basketball
781,Condition: 17s Drill,Elite,Lungs/Quads,Extreme,2,1,17s,120s,Stamina,⭐⭐⭐⭐⭐,Drill 519,Finish,Elite,17 full court touches in 60 seconds.,Maximum effort required.,https://www.youtube.com/watch?v=aySQTi4vyos&t=23400s,Gym,Basketball,Basketball
950,Condition: 1v1 Full (3),Elite,Full Body,Extreme,3,-,-,300s,Competition,⭐⭐⭐⭐⭐,Drill 782,Dominance,Mastery,Full court 1-on-1 to 3 points.,Winner stays on the court.,https://www.youtube.com/watch?v=aySQTi4vyos&t=25000s,Gym,Basketball,Basketball
855,Condition: 2v2 Speed,Int,Lungs/CNS,Med,4,-,-,60s,Tactical,⭐⭐⭐,None,Decision,Stamina,2-on-2 full court transition.,Look for the early outlet.,https://www.youtube.com/watch?v=aySQTi4vyos&t=18720s,Gym,Basketball,Basketball
577,Condition: 3-Minute Run,Int,Lungs,High,1,-,3 min,-,Endurance,⭐⭐⭐,None,750m,900m,Run for max distance in 3 minutes.,Consistent pace.,https://www.youtube.com/watch?v=aySQTi4vyos&t=23000s,Gym,Basketball,Basketball
686,Condition: 300m Shuttle,Adv,Lungs/Quads,Extreme,3,1,-,180s,Stamina,⭐⭐⭐⭐⭐,None,<65s,<58s,Run 50m and back three times.,Touch every line with your hand.,https://www.youtube.com/watch?v=aySQTi4vyos&t=23400s,Gym,Basketball,Basketball
851,Condition: 4-Quarters,Elite,Full Body,Extreme,1,-,48 min,-,Stamina,⭐⭐⭐⭐⭐,None,Stamina,Elite,Play 4 full 12-minute quarters 5v5.,Simulate game-day intensity.,https://www.youtube.com/watch?v=aySQTi4vyos&t=25000s,Gym,Basketball,Basketball
995,Condition: 40-Minute,Elite,Full Body,Extreme,1,-,40 min,-,Mastery,⭐⭐⭐⭐⭐,Drill 851,Stamina,Mastery,"Full 40-minute scrimmage, no subs.",Simulate the NCAA tournament pace.,https://www.youtube.com/watch?v=aySQTi4vyos&t=25000s,Gym,Basketball,Basketball
818,Condition: 400m Dash,Adv,Lungs/Quads,Extreme,2,1,-,300s,Stamina,⭐⭐⭐⭐,None,<70s,<62s,Full speed 400m sprint on track.,Don't coast on the back stretch.,https://www.youtube.com/watch?v=aySQTi4vyos&t=23100s,Gym,Basketball,Basketball
854,Condition: 88-Footers,Adv,Lungs/Quads,High,4,10,-,90s,Speed,⭐⭐⭐⭐,Drill 724,Speed,Elite,Full court sprints in under 5 seconds.,Touch the baseline every time.,https://www.youtube.com/watch?v=aySQTi4vyos&t=23400s,Gym,Basketball,Basketball
724,Condition: Baseline 10,Beg,Lungs,Low,1,10,-,-,Endurance,⭐⭐,None,Speed,Stamina,10 down-and-backs at 75% speed.,Maintain a steady pace.,https://www.youtube.com/watch?v=aySQTi4vyos&t=23000s,Gym,Basketball,Basketball
580,Condition: Baseline 22s,Elite,Lungs/Quads,Extreme,2,-,22s,120s,Speed,⭐⭐⭐⭐⭐,Drill 519,Finish,Elite,Down and back twice in 22 seconds.,Touch every baseline.,https://www.youtube.com/watch?v=aySQTi4vyos&t=23400s,Gym,Basketball,Basketball
783,Condition: Burpee Shots,Int,Full Body,High,3,10,-,60s,Toughness,⭐⭐⭐,None,10 Makes,15 Makes,"One burpee, then shoot one 3pt shot.",Control your heart rate.,https://www.youtube.com/watch?v=aySQTi4vyos&t=26100s,Gym,Basketball,Basketball
853,Condition: Fastbreak 5,Int,Lungs,Med,5,5,-,60s,Transition,⭐⭐⭐,None,Speed,Stamina,5 continuous full-court layups.,Finish every shot at full speed.,https://www.youtube.com/watch?v=aySQTi4vyos&t=13500s,Gym,Basketball,Basketball
637,Condition: Full C Slide,Int,Lungs/Glutes,High,3,6,-,90s,Defense,⭐⭐⭐,Drill 111,No Quit,Speed,Slide full court 6 times.,Stay in your stance.,https://www.youtube.com/watch?v=aySQTi4vyos&t=17100s,Gym,Basketball,Basketball
687,Condition: Full C Sprint,Beg,Lungs,Low,10,1,-,30s,Speed,⭐⭐,None,Speed,Effort,Sprint full court and walk back.,Focus on high knee drive.,https://www.youtube.com/watch?v=aySQTi4vyos&t=23100s,Gym,Basketball,Basketball
688,Condition: Gator Slides,Int,Glutes/Core,High,3,Length,-,60s,Defense,⭐⭐⭐,Drill 111,No Quit,Speed,Low defensive slides with hand taps.,Keep your chest over your knees.,https://www.youtube.com/watch?v=aySQTi4vyos&t=17100s,Gym,Basketball,Basketball
994,Condition: Heavy Med,Int,Core/Lungs,Med,4,Length,-,60s,Strength,⭐⭐⭐,Drill 784,Endurance,Stamina,Shuffling full court with a 20lb med ball.,Keep the ball away from your chest.,https://www.youtube.com/watch?v=aySQTi4vyos&t=23100s,Gym,Basketball,Basketball
947,Condition: Hill Sprints,Elite,Glutes/Lungs,Extreme,2,10,-,120s,Power,⭐⭐⭐⭐⭐,None,Explosion,Elite,Sprinting up a steep 30-yard hill.,High knee drive.,https://www.youtube.com/watch?v=aySQTi4vyos&t=23100s,Gym,Basketball,Basketball
576,Condition: Lane Agility 2,Adv,Lungs/Quads,High,3,5,60s,90s,Agility,⭐⭐⭐⭐,Drill 114,<11s,<10s,NBA combine lane drill with a ball [04:48:55].,No fumbles on the slide.,https://www.youtube.com/watch?v=aySQTi4vyos&t=17335s,Gym,Basketball,Basketball
725,Condition: Lane Slide (M),Int,Glutes,Med,3,10,-,60s,Agility,⭐⭐⭐,Drill 111,Speed,Accuracy,Lane slides with a ball overhead.,Don't drop the ball.,https://www.youtube.com/watch?v=aySQTi4vyos&t=17220s,Gym,Basketball,Basketball
785,Condition: Lane Slide (W),Adv,Glutes/Core,High,3,10,-,90s,Defense,⭐⭐⭐⭐,Drill 111,Speed,Elite,Lane slides with a weighted vest.,Stay as low as possible.,https://www.youtube.com/watch?v=aySQTi4vyos&t=17220s,Gym,Basketball,Basketball
784,Condition: Med Ball Run,Int,Core/Lungs,High,3,Length,-,60s,Strength,⭐⭐⭐,None,Endurance,Stamina,Full court sprint holding a medicine ball.,Keep the ball at chest height.,https://www.youtube.com/watch?v=aySQTi4vyos&t=23100s,Gym,Basketball,Basketball
948,Condition: Pool Water,Int,Lungs/Joints,Med,1,20 min,-,-,Recovery,⭐⭐⭐,None,Flush,Health,Running/shuffling in waist-deep water.,Low-impact conditioning.,https://www.youtube.com/watch?v=aySQTi4vyos&t=26000s,Gym,Basketball,Basketball
993,Condition: Sprint J,Adv,Lungs/Shoulder,High,3,10,-,90s,Toughness,⭐⭐⭐⭐,Drill 679,8 Makes,10 Makes,"Full court sprint, then an elbow jumper.",Calm your breath for the shot.,https://www.youtube.com/watch?v=aySQTi4vyos&t=2640s,Gym,Basketball,Basketball
726,Condition: Suicide (2),Adv,Lungs/Quads,High,2,1,-,120s,Stamina,⭐⭐⭐⭐,Drill 520,Speed,Elite,Two full suicides back-to-back.,Beat your previous time.,https://www.youtube.com/watch?v=aySQTi4vyos&t=23400s,Gym,Basketball,Basketball
520,Condition: Suicides,Int,Lungs/Quads,High,3,-,-,120s,Stamina,⭐⭐⭐,None,Speed,Effort,Standard baseline-FT-Half-FT-Base.,Stay low on the turns.,https://www.youtube.com/watch?v=aySQTi4vyos&t=23400s,Gym,Basketball,Basketball
949,Condition: Suicides (5),Elite,Lungs/Quads,Extreme,1,5,-,180s,Toughness,⭐⭐⭐⭐⭐,Drill 726,Speed,Elite,Five full suicides with 60s rest between.,Total mental and physical exhaustion.,https://www.youtube.com/watch?v=aySQTi4vyos&t=23400s,Gym,Basketball,Basketball
579,Condition: T-Drill,Beg,Hips/Glutes,Low,4,5,-,30s,Agility,⭐⭐,None,Speed,Balance,"Sprint 10yd, slide 5yd L/R, backpedal.",Stay low on transitions.,https://www.youtube.com/watch?v=aySQTi4vyos&t=23200s,Gym,Basketball,Basketball
642,Contact Layup (Pad),Int,Shoulders/Core,Med,4,12,-,45s,Power,⭐⭐⭐,Drill 585,Finish Strong,No Ball Strip,Drive and finish while a coach hits you with a pad.,Keep two hands on the ball until the release.,https://www.youtube.com/watch?v=aySQTi4vyos&t=10400s,Gym,Basketball,Basketball
53,Contact Pound (L),Adv,Forearms/Legs,High,2,12,45s,30s,Ball Security,⭐⭐⭐⭐,Drill 2,Hold Line,Elite Prot.,Left hand pounds vs resistance,Keep elbow tucked,(https://www.youtube.com/watch?v=aySQTi4vyos&t=1523s),Gym,Basketball,Basketball
52,Contact Pound (R),Adv,Forearms/Legs,High,2,12,45s,30s,Ball Security,⭐⭐⭐⭐,Drill 1,Hold Line,Elite Prot.,"3 pounds vs resistance, shot",Stay lower than coach,(https://www.youtube.com/watch?v=aySQTi4vyos&t=1510s),Gym,Basketball,Basketball
29,Contact: Hip,Adv,Core/Legs,High,2,10,60s,60s,Finishing,⭐⭐⭐⭐,Strength,Stability,Absorption,Coach pushes hip during the shot,Stay low and grounded,(https://www.youtube.com/watch?v=aySQTi4vyos&t=1553s),Gym,Basketball,Basketball
28,Contact: Shoulder,Adv,Core,High,2,10,60s,60s,Finishing,⭐⭐⭐⭐,Strength,Stability,Absorption,Coach pushes shoulder while shooting,Lean into the contact,(https://www.youtube.com/watch?v=aySQTi4vyos&t=1543s),Gym,Basketball,Basketball
109,Contested Layup (L),Adv,CNS,High,3,10,60s,60s,Finishing,⭐⭐⭐⭐,Drill 28,Stability,Absorption,Left hand layup vs body contact.,Keep eyes on the square.,https://www.youtube.com/watch?v=aySQTi4vyos&t=1543s,Gym,Basketball,Basketball
110,Contested Layup (R),Adv,CNS,High,3,10,60s,60s,Finishing,⭐⭐⭐⭐,Drill 29,Stability,Absorption,Right hand layup vs body contact.,Jump vertically to absorb hit.,https://www.youtube.com/watch?v=aySQTi4vyos&t=1553s,Gym,Basketball,Basketball
83,Continuous B-Back,Int,Core,Med,4,30,30s,30s,Protection,⭐⭐,Drill 82,No Carry,Speed,Rapid behind-the-back dribbles.,Sit into the stance.,https://www.youtube.com/watch?v=aySQTi4vyos&t=3790s,Gym,Basketball,Basketball
84,Continuous B-Legs,Int,Hips,Med,4,30,30s,30s,Separation,⭐⭐,Drill 82,Consistency,Speed,Rapid between-the-legs dribbles.,Small scissor steps.,https://www.youtube.com/watch?v=aySQTi4vyos&t=3800s,Gym,Basketball,Basketball
82,Continuous Cross,Beg,Forearms,Low,4,50,30s,20s,Fundamentals,⭐,None,Snap,Speed,Rapid crossovers in front.,"Wide base, knees bent.",https://www.youtube.com/watch?v=aySQTi4vyos&t=3780s,Gym,Basketball,Basketball
669,Core: Plank Tap,Int,Core/Shoulder,Med,3,45s,-,30s,Stability,⭐⭐⭐,None,No Sag,Strength,"Plank position, tap the basketball L/R.",Keep hips perfectly level.,https://www.youtube.com/watch?v=aySQTi4vyos&t=26100s,Gym,Basketball,Basketball
668,Core: Russian Twists,Beg,Obliques,Low,3,30,-,30s,Stability,⭐⭐,None,Control,Strength,Seated twists with a basketball.,Keep feet off the ground.,https://www.youtube.com/watch?v=aySQTi4vyos&t=26100s,Gym,Basketball,Basketball
670,Core: V-Up (Ball),Adv,Abdominals,High,3,15,-,60s,Strength,⭐⭐⭐⭐,None,Form,Elite,Touch ball to toes in a V-sit.,Legs must stay straight.,https://www.youtube.com/watch?v=aySQTi4vyos&t=26100s,Gym,Basketball,Basketball
649,Corner 3 (Fatigue),Adv,Lungs/Quads,High,3,15,-,45s,Clutch,⭐⭐⭐⭐,Drill 205,8 Makes,12 Makes,"Sprint baseline-to-baseline, then shoot a corner 3.",Catch your breath during the dip.,https://www.youtube.com/watch?v=aySQTi4vyos&t=2700s,Gym,Basketball,Basketball
205,Corner 3 (Timed),Adv,Lungs,High,3,10,60s,60s,Shooting,⭐⭐⭐⭐,Drill 67,7 Makes,9 Makes,Catch and shoot from the corner [00:45:00].,"Shortest 3pt line, stay deep.",https://www.youtube.com/watch?v=aySQTi4vyos&t=2700s,Gym,Basketball,Basketball
350,Corner Point Flash,Beg,Quads,Med,3,12,--,45s,Spacing,⭐,None,Flash Timing,Spacing IQ,Corner player flashes to the nail.,Sprint to open lane; show hands.,🎥,Gym,Basketball,Basketball
342,Cross-Key Duck In,Adv,Glutes/Core,Max,3,8,--,90s,Position,⭐⭐⭐,None,Seal Strength,Pro Footwork,Run across lane into a seal.,Target hand away; low center.,🎥,Gym,Basketball,Basketball
419,Cross-Screen (Post),Beg,Full Body,Med,3,12,--,45s,Team Play,⭐,None,Solid Screen,Timing,Screen across the lane for another big.,Shoulders square to defender; wide.,🎥,Gym,Basketball,Basketball
30,Crossover Pull-up,Int,Forearms/Legs,Med,4,12,60s,30s,Shot Creation,⭐⭐⭐,Drill 1,Quick Cross,Elite Speed,Crossover into a quick jump shot,"Tight dribble, quick rise",(https://www.youtube.com/watch?v=aySQTi4vyos&t=1616s),Gym,Basketball,Basketball
148,Crossover Spin,Adv,Core/Hips,High,3,10,60s,45s,Countering,⭐⭐⭐⭐,Drill 25,Fluidity,Speed,Crossover into a spin move [02:22:00].,Pivot on the front foot.,https://www.youtube.com/watch?v=aySQTi4vyos&t=8520s,Gym,Basketball,Basketball
465,Crossover Wall Sit,Adv,Quads/CNS,High,3,60s,-,60s,Endurance,⭐⭐⭐⭐,Drill 116,No Drops,Steel Legs,Constant crossovers while in wall sit [03:32:00].,Don't lean forward.,https://www.youtube.com/watch?v=aySQTi4vyos&t=12720s,Gym,Basketball,Basketball
66,Curl Catch & Shoot,Int,Quads/Hips,High,3,15,90s,60s,Screen Scoring,⭐⭐⭐,Basic Shot,70% Make,85% Make,Curl around a screen toward the paint for a shot [00:48:00].,Tight turn around the screen.,https://www.youtube.com/watch?v=aySQTi4vyos&t=2880s,Gym,Basketball,Basketball
195,Dead Front Post,Adv,Glutes/Core,High,3,10,45s,60s,Post Defense,⭐⭐⭐⭐,None,No Entry,Physicality,Stay completely in front of post [05:08:00].,Sit on the defender's thighs.,https://www.youtube.com/watch?v=aySQTi4vyos&t=18480s,Gym,Basketball,Basketball
981,Def: 1v1 Full (Stop),Elite,Lungs/CNS,Extreme,1,-,-,-,Toughness,⭐⭐⭐⭐⭐,Drill 852,Stop,Mastery,Must get 3 consecutive stops to finish.,Reset to zero if they score.,https://www.youtube.com/watch?v=aySQTi4vyos&t=17100s,Gym,Basketball,Basketball
660,Def: 2-3 Zone Slides,Beg,Glutes,Low,4,30s,-,30s,Tactical,⭐⭐,None,Positioning,IQ,Moving in synchronization within a 2-3 zone.,Hands up to take away passing lanes.,https://www.youtube.com/watch?v=aySQTi4vyos&t=17220s,Gym,Basketball,Basketball
661,Def: 3-2 Zone Slides,Int,Lungs/Hips,Med,4,30s,-,45s,Tactical,⭐⭐⭐,None,Positioning,IQ,Covering the perimeter in a 3-2 zone.,Top man must be extremely active.,https://www.youtube.com/watch?v=aySQTi4vyos&t=17220s,Gym,Basketball,Basketball
927,Def: 3-on-3 Shell,Adv,IQ/CNS,High,3,-,-,90s,Rotations,⭐⭐⭐⭐,None,Positioning,Elite,Standard shell drill with high communication.,Jump to the ball on every pass.,https://www.youtube.com/watch?v=aySQTi4vyos&t=17220s,Gym,Basketball,Basketball
1283,Def: 3/4 Front Post,Int,Hips/Arms,Med,4,20s,-,45s,Positioning,⭐⭐⭐,Drill 1234,No Catch,IQ,Maintain 3/4 front denial on post.,Keep arm in the passing lane.,https://www.youtube.com/watch?v=aySQTi4vyos&t=18510s,Gym,Basketball,Basketball
1234,Def: 3/4 Post Denial,Int,Hips/Arms,Med,4,20s,-,45s,Positioning,⭐⭐⭐,Drill 1197,No Catch,IQ,Deny post from the high side (3/4 front).,Arm bar in the passing lane.,https://www.youtube.com/watch?v=aySQTi4vyos&t=18510s,Gym,Basketball,Basketball
609,Def: Baseline Deny,Int,Hips,Med,4,30s,-,30s,Post Def,⭐⭐⭐,Drill 196,No Entry,Physicality,Deny the baseline pass to the post.,Full arm across passing lane.,https://www.youtube.com/watch?v=aySQTi4vyos&t=18510s,Gym,Basketball,Basketball
567,Def: Blitzing Screen,Adv,Lungs/CNS,Extreme,3,8,-,90s,Aggression,⭐⭐⭐⭐,None,Hard Double,Speed,Two defenders jump the ball handler [04:57:30].,Active hands in the trap.,https://www.youtube.com/watch?v=aySQTi4vyos&t=17850s,Gym,Basketball,Basketball
534,Def: Block Out Drill,Beg,Glutes/Back,Med,5,10,-,45s,Rebounding,⭐⭐,None,Contact,Strength,Forcefully box out partner.,"Stay low, move feet.",https://www.youtube.com/watch?v=aySQTi4vyos&t=21600s,Gym,Basketball,Basketball
662,Def: Box and One,Adv,CNS/Lungs,High,3,-,-,90s,Denial,⭐⭐⭐⭐,None,Shut Down,Elite,"One player denies the star, others in zone.",Denier never looks at the ball.,https://www.youtube.com/watch?v=aySQTi4vyos&t=18120s,Gym,Basketball,Basketball
715,Def: Bump the Cutter,Int,Core/Shoulders,Med,4,15,-,45s,Physicality,⭐⭐⭐,None,Disrupt,IQ,Physically bump players cutting through lane.,Don't use your hands (foul).,https://www.youtube.com/watch?v=aySQTi4vyos&t=18000s,Gym,Basketball,Basketball
594,Def: Chair Closeouts,Beg,Quads,Low,4,10,-,30s,Fundamentals,⭐⭐,Drill 112,Stance,Balance,"Sprint to a chair, stop in stance.",Choppy steps on arrival.,https://www.youtube.com/watch?v=aySQTi4vyos&t=17180s,Gym,Basketball,Basketball
985,Def: Charge (Live),Elite,Core/Mindset,Extreme,2,5,-,120s,Sacrifice,⭐⭐⭐⭐⭐,Drill 765,Legal Feet,Elite IQ,Take a charge against a live teammate.,Be brave and slide into position.,https://www.youtube.com/watch?v=aySQTi4vyos&t=18000s,Gym,Basketball,Basketball
1235,Def: Charge Drill,Adv,Core/CNS,High,3,5,-,90s,Sacrifice,⭐⭐⭐⭐,Drill 1030,Timing,Elite IQ,Take a charge from a driving teammate.,Be stopped and square before contact.,https://www.youtube.com/watch?v=aySQTi4vyos&t=18000s,Gym,Basketball,Basketball
610,Def: Charge Taking,Beg,Core/Mindset,Low,3,5,-,60s,Sacrifice,⭐⭐,None,Legal Feet,IQ,Slide into position and take contact.,"Fall on your glutes, not back.",https://www.youtube.com/watch?v=aySQTi4vyos&t=18000s,Gym,Basketball,Basketball
765,Def: Charge vs Speed,Elite,Core/Mindset,Extreme,2,5,-,90s,Sacrifice,⭐⭐⭐⭐⭐,Drill 610,Legal Feet,Elite IQ,Rotate and take a charge from a sprinting driver.,Square your chest to the ball.,https://www.youtube.com/watch?v=aySQTi4vyos&t=18000s,Gym,Basketball,Basketball
1135,Def: Charge-Slide,Elite,Core/CNS,Extreme,2,8,-,120s,Sacrifice,⭐⭐⭐⭐⭐,Drill 1085,Timing,Elite IQ,Slide to the spot and take a legal charge.,Square your chest to the driver.,https://www.youtube.com/watch?v=aySQTi4vyos&t=18000s,Gym,Basketball,Basketball
1054,Def: Closeout (C),Int,CNS/Lungs,Med,4,10,-,45s,Effort,⭐⭐⭐,None,No Fly-by,IQ,Full speed closeout to the corner.,High hands to contest the shot.,https://www.youtube.com/watch?v=aySQTi4vyos&t=17180s,Gym,Basketball,Basketball
984,Def: Closeout (M),Adv,Lungs/CNS,High,3,15,-,60s,Effort,⭐⭐⭐⭐,Drill 717,No Fly-by,Disturb,Closeout against a moving offensive player.,Don't bite on the ball fake.,https://www.youtube.com/watch?v=aySQTi4vyos&t=17180s,Gym,Basketball,Basketball
1053,Def: Closeout (W),Int,CNS/Lungs,Med,4,10,-,45s,Effort,⭐⭐⭐,None,No Fly-by,IQ,Full speed closeout to the wing.,"Short, choppy steps on the approach.",https://www.youtube.com/watch?v=aySQTi4vyos&t=17180s,Gym,Basketball,Basketball
717,Def: Closeout to Shot,Adv,Lungs/CNS,High,3,10,-,90s,Effort,⭐⭐⭐⭐,Drill 112,No Fly-by,Disturb,"Sprint closeout, then contest the shot.",Land on the side of the shooter.,https://www.youtube.com/watch?v=aySQTi4vyos&t=17180s,Gym,Basketball,Basketball
607,Def: Closeout to Tip,Int,Shoulders,Med,4,10,-,45s,Contesting,⭐⭐⭐,Drill 112,Hand High,No Foul,Closeout and jump to contest shot.,Don't bite on the fake.,https://www.youtube.com/watch?v=aySQTi4vyos&t=17180s,Gym,Basketball,Basketball
